Peak,Elev-M,Prom-M,Country,State/Prov,County,Range,Url,PeakBagger PID,Latitude,Longitude,note,osmId,safeToCreate
Stacks Bluff,1528,208,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11508,11508,,,matched via exact name,2362600530,false
Starfish Hill,660,260,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77197,77197,,,unresolved: no confident spatial match and no strong-name match,,true
Steep Hill,204,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74108,74108,,,unresolved: no confident spatial match and no strong-name match,,true
Stepped Hills,1111,318,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76452,76452,,,matched via exact name,2401398358,false
Stevensons Lookout,1045,235,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100839,100839,,,matched via exact name,2368129847,false
Sticht Range,1090,290,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77822,77822,,,unresolved: no confident spatial match and no strong-name match,,true
Stillwater Hill,580,220,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78123,78123,,,matched via exact name,3008760685,false
Stranger Hill,458,198,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78036,78036,,,unresolved: no confident spatial match and no strong-name match,,true
Strzelecki Peaks,782,782,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11501,11501,,,matched via exact name,566510130,false
Surprise Hill,900,170,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77872,77872,,,unresolved: no confident spatial match and no strong-name match,,true
Table Mountain,1095,268,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=49551,49551,,,matched via exact name,2367939882,false
Tanina Bluff,894,194,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100864,100864,,,unresolved: no confident spatial match and no strong-name match,,true
Tasman Island High Point,242,242,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74111,74111,,,unresolved: no confident spatial match and no strong-name match,,true
Taylors Ridge,750,162,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78148,78148,,,unresolved: no confident spatial match and no strong-name match,,true
The Acropolis,1481,171,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11521,11521,,,matched via exact name,647737154,false
The Beehive,1001,183,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77867,77867,,,matched via exact name,2395799821,false
The Boomerang,1081,181,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78193,78193,,,matched via exact name,2371745705,false
The Chimera,1111,191,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76446,76446,,,matched via exact name,2362803036,false
The Coronets,876,439,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78128,78128,,,matched via exact name,2397311563,false
The Guardians,1394,174,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84160,84160,,,matched via exact name,2318169360,false
The Hippogriff,1109,161,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76447,76447,,,matched via exact name,2362803040,false
The Needles,1110,190,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78473,78473,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 The Needles),,false
The Needles,1032,212,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=73963,73963,,,matched via exact name,2319157042,false
The Phoenix,1091,221,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78173,78173,,,matched via exact name,2358432457,false
The Pleiades,1082,370,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77993,77993,,,matched via exact name,2397926091,false
The Razorback,444,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78175,78175,,,matched via exact name,2358223964,false
The Thumbs,1204,684,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34601,34601,,,matched via exact name,2401398359,false
The Twins,557,217,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78035,78035,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 The Twins),,false
Thirkell Hill,421,161,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78033,78033,,,unresolved: no confident spatial match and no strong-name match,,true
Three Thumbs - Middle Peak,550,330,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74049,74049,,,unresolved: no confident spatial match and no strong-name match,,false
Thureau Hills,639,299,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77890,77890,,,matched via exact name,2376805672,false
Tiger Range,730,216,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77979,77979,,,unresolved: no confident spatial match and no strong-name match,,true
Tim Shea,954,308,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=74022,74022,,,matched via exact name,2401402254,false
Tinkers Lookout,291,181,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=120071,120071,,,matched via exact name,3556043957,false
Tongatabu,573,303,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78146,78146,,,matched via exact name,2964280787,false
Trestle Mountain,1164,200,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=73971,73971,,,matched via exact name,2478719217,false
Turrana Bluff,1454,184,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84158,84158,,,matched via exact name,1900408953,false
Twelvetrees Range,711,281,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78116,78116,,,unresolved: no confident spatial match and no strong-name match,,true
Twin Dams Peak,627,267,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78114,78114,,,unresolved: no confident spatial match and no strong-name match,,true
Twin Spires,1406,346,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11517,11517,,,unresolved: no confident spatial match and no strong-name match,,false
Victoria Peak,950,380,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77020,77020,,,matched via exact name,3008760940,false
Walford Peak,1009,169,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100417,100417,,,matched via exact name,2276471384,false
Walled Mountain,1431,301,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=11522,11522,,,matched via exact name,2318173734,false
Wards Bluff,1060,290,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77907,77907,,,matched via exact name,2374581410,false
Warners Sugarloaf,800,310,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=119849,119849,,,matched via exact name,3008760949,false
Warnes Lookout,512,157,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78076,78076,,,unresolved: no confident spatial match and no strong-name match,,true
Wentworth Hills,1244,454,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76437,76437,,,matched via exact name,2364128634,false
West Portal,1181,707,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34595,34595,,,matched via exact name,2358439032,false
West Tower,1110,170,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76413,76413,,,unresolved: no confident spatial match and no strong-name match,,false
Western Bluff,1420,257,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=84137,84137,,,matched via exact name,2353117232,false
Wherretts Lookout,1008,234,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77961,77961,,,matched via exact name,2401398360,false
White Monolith Peak,875,155,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78217,78217,,,unresolved: no confident spatial match and no strong-name match,,true
Whitecliff Hills,826,276,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77021,77021,,,matched via strong-name fallback,3008760966,false
Wild Dog Tier,1394,154,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=76391,76391,,,matched via exact name,2359938755,false
Wings Lookout,853,323,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=77976,77976,,,unresolved: no confident spatial match and no strong-name match,,true
Wombat Hill,830,215,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=227823,227823,,,unresolved: no confident spatial match and no strong-name match,,true
Wombat Peak,805,175,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=78220,78220,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Wombat Peak),,false
Woods Quoin,924,204,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=100836,100836,,,matched via exact name,3008760980,false
Wylds Craig,1340,674,Australia,Tasmania,,Tasmania,https://www.peakbagger.com/peak.aspx?pid=34599,34599,,,matched via exact name,2372928095,false
Mount Kosciuszko,2228,2228,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11624,11624,,,matched via exact name,30880145,false
Drift Hill,1931,346,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=66581,66581,,,matched via exact name,3002569748,false
Bimberi Peak,1913,659,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11592,11592,,,unresolved: no confident spatial match and no strong-name match,,true
Mount Morgan,1875,356,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11595,11595,,,matched via exact name,2973139604,false
Mount Gingera,1859,369,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11591,11591,,,unresolved: no confident spatial match and no strong-name match,,true
Mount Kelly,1830,523,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11594,11594,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Mount Kelly),,false
The Pilot,1829,554,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=70716,70716,,,matched via exact name,3002570674,false
Mount Stony,1778,313,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=92714,92714,,,matched via exact name,3002570179,false
Tantangara Mountain,1747,337,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=92720,92720,,,matched via strong-name fallback,1976010744,false
Sentry Box Mountain,1728,395,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11597,11597,,,unresolved: no confident spatial match and multiple exact-name candidates (candidates: 0 Sentry Box Mountain),,false
Yaouk Bill Peak,1725,456,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11599,11599,,,matched via exact name,3002570707,false
Bogong Peaks,1714,452,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11590,11590,,,unresolved: no confident spatial match and no strong-name match,,true
Mount Nungar,1712,357,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11598,11598,,,matched via exact name,3002570165,false
Jagumba Mountain,1668,361,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=103708,103708,,,matched via exact name,3002569784,false
Mount Jackson,1640,310,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=137075,137075,,,matched via exact name,1973755794,false
Munyang Trig Point,1640,300,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=139239,139239,,,unresolved: no confident spatial match and no strong-name match,,true
Tinderry Peak,1619,677,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=45536,45536,,,matched via exact name,3002570682,false
Mount Clear,1603,409,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=93743,93743,,,matched via exact name,3002569831,false
Brumlow Top,1584,1103,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11577,11577,,,matched via exact name,3019436931,false
Round Mountain,1584,744,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11571,11571,,,matched via exact name,243927577,false
Mount Youngal,1516,732,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=45522,45522,,,matched via exact name,2495067461,false
Mount Kaputar,1509,867,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11570,11570,,,matched via exact name,728340927,false
The Magistrate,1509,419,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=52351,52351,,,matched via exact name,3019438030,false
Big Mount Spirabo,1491,383,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=52350,52350,,,matched via exact name,3019436839,false
Mount Tumanang,1475,318,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=74971,74971,,,matched via exact name,3002570186,false
Grundy Trig Point,1463,438,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=70952,70952,,,unresolved: no confident spatial match and no strong-name match,,true
Mount Bajimba,1448,303,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11568,11568,,,matched via exact name,3019437345,false
Crawney Mountain,1446,471,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=70951,70951,,,matched via exact name,3019437015,false
Mount Hyland,1437,311,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=11569,11569,,,matched via exact name,3019437484,false
Granite Mountain,1430,390,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=139236,139236,,,matched via exact name,3002569766,false
Mount Coree,1421,300,Australia,Australian Capital Territory/New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=23810,23810,,,matched via exact name,2973139591,false
Mount Brook,1406,555,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=52507,52507,,,matched via exact name,8210338151,false
Cockrow Mountain,1398,455,Australia,New South Wales,,North N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=52506,52506,,,matched via exact name,2270373992,false
Mount Canobolas,1395,674,Australia,New South Wales,,South N.S.W. Great Dividing Range,https://www.peakbagger.com/peak.aspx?pid=74192,74192,,,unresolved: no confident spatial match and no strong-name match,,false
